Region,Site,Longitude,Latitude,SiteType,Year,Survey_Date,Season,DFOArea,Species,Inferred,NonPup,Pup,Swimmers,Total
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1989,1989-02-23,winter,DFO Area 124,California,N,4,NA,0,4
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1990,1990-02-21,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1991,1991-02-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1992,1992-02-27,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1994,1994-02-21,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1997,1997-02-20,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1998,1998-02-19,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1999,1999-03-05,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,1999,1999-04-06,spring,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2000,2000-02-25,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2002,2002-02-25,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2002,2002-04-03,spring,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2003,2003-02-11,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2004,2004-02-11,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2005,2005-02-24,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2005,2005-03-03,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2008,2008-10-05,fall,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2009,2009-02-09,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2009,2009-04-29,spring,DFO Area 124,California,N,1,NA,0,1
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2010,2010-01-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2012,2012-10-25,fall,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2016,2016-10-26,fall,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2017,2017-02-04,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2020,2020-11-19,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2020,2020-12-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2021,2021-01-17,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2021,2021-02-27,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Long Beach Rocks,-125.720114,49.038866,W,2021,2021-03-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1976,1976-12-13,winter,DFO Area 123,California,N,2,NA,0,2
Pacific,Mara-Starlight,-125.478833,48.875001,W,1982,1982-02-22,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1984,1984-10-15,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1984,1984-12-05,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1985,1985-01-08,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1985,1985-02-20,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1985,1985-04-30,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1985,1985-05-31,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1986,1986-02-28,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1987,1987-02-23,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1988,1988-02-18,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1989,1989-02-23,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1990,1990-02-21,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1991,1991-02-22,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1992,1992-02-27,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1994,1994-02-21,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1999,1999-03-05,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,1999,1999-04-06,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2000,2000-02-25,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2002,2002-02-25,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2002,2002-04-03,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2003,2003-02-11,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2004,2004-02-11,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2005,2005-02-24,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2005,2005-03-03,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2008,2008-09-30,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2009,2009-02-09,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2009,2009-04-29,spring,DFO Area 123,California,N,2,NA,0,2
Pacific,Mara-Starlight,-125.478833,48.875001,W,2010,2010-01-22,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2012,2012-10-25,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2016,2016-10-30,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2017,2017-02-04,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2020,2020-11-21,winter,DFO Area 123,California,N,1,NA,0,1
Pacific,Mara-Starlight,-125.478833,48.875001,W,2020,2020-12-24,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2021,2021-01-19,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2021,2021-02-24,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Mara-Starlight,-125.478833,48.875001,W,2021,2021-03-23,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2009,2009-02-08,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2012,2012-10-21,fall,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2016,2016-10-26,fall,DFO Area 111,California,N,2,NA,0,2
Pacific,N Cox Island,-128.60171,50.81794,W,2017,2017-02-04,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2020,2020-11-19,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2020,2020-12-22,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2021,2021-01-17,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2021,2021-02-27,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,N Cox Island,-128.60171,50.81794,W,2021,2021-03-22,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2009,2009-02-09,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2012,2012-10-25,fall,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2016,2016-10-30,fall,DFO Area 21,California,N,0,NA,69,69
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2017,2017-02-04,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2020,2020-11-21,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2020,2020-12-24,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2021,2021-01-19,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2021,2021-02-24,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Nitinat Bar Reefs,-124.854147,48.667485,W,2021,2021-03-23,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,1971,1971-12-07,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,1976,1976-12-13,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,1984,1984-03-07,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,1984,1984-05-14,spring,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2005,2005-02-24,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2008,2008-10-05,fall,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2009,2009-02-09,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2009,2009-04-29,spring,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2010,2010-01-22,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2012,2012-10-19,fall,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2016,2016-10-26,fall,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2017,2017-01-31,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2020,2020-11-19,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2020,2020-12-22,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2021,2021-01-17,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2021,2021-02-27,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,O'Leary Islets,-127.646167,50.102333,W,2021,2021-03-22,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1971,1971-12-07,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1972,1972-02-25,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1976,1976-12-13,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1984,1984-02-16,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1984,1984-10-15,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1984,1984-12-05,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1985,1985-01-08,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1985,1985-02-20,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1985,1985-03-29,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1985,1985-04-30,spring,DFO Area 123,California,N,1,NA,0,1
Pacific,Pachena Point,-125.105894,48.724931,W,1985,1985-05-31,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1986,1986-02-27,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1987,1987-02-18,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1988,1988-02-18,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1989,1989-02-23,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1990,1990-02-21,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1991,1991-02-22,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1992,1992-02-27,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1994,1994-02-21,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1997,1997-02-20,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1999,1999-03-05,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,1999,1999-04-06,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2000,2000-02-25,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2002,2002-02-25,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2002,2002-04-03,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2003,2003-02-11,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2004,2004-02-11,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2005,2005-02-24,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2005,2005-03-03,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2008,2008-09-30,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2009,2009-02-09,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2009,2009-04-29,spring,DFO Area 123,California,N,17,NA,0,17
Pacific,Pachena Point,-125.105894,48.724931,W,2012,2012-10-25,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2016,2016-10-30,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2017,2017-02-04,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2020,2020-11-21,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2020,2020-12-24,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2021,2021-01-19,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2021,2021-02-24,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Pachena Point,-125.105894,48.724931,W,2021,2021-03-22,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Perez-Estevan,-126.585912,49.4126,W,1976,1976-12-13,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Perez-Estevan,-126.585912,49.4126,W,2002,2002-02-25,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Perez-Estevan,-126.585912,49.4126,W,2002,2002-04-03,spring,DFO Area 125,California,N,0,NA,0,0
Pacific,Perez-Estevan,-126.585912,49.4126,W,2008,2008-10-05,fall,DFO Area 125,California,N,1393,NA,0,1393
Pacific,Perez-Estevan,-126.585912,49.4126,W,2009,2009-02-09,winter,DFO Area 125,California,N,11,NA,0,11
Pacific,Perez-Estevan,-126.585912,49.4126,W,2009,2009-04-29,spring,DFO Area 125,California,N,874,NA,0,874
Pacific,Perez-Estevan,-126.585912,49.4126,W,2010,2010-01-22,winter,DFO Area 125,California,N,66,NA,0,66
Pacific,Perez-Estevan,-126.585912,49.4126,W,2012,2012-10-19,fall,DFO Area 125,California,N,5352,NA,0,5352
Pacific,Perez-Estevan,-126.585912,49.4126,W,2016,2016-10-30,fall,DFO Area 125,California,N,3763,NA,2,3765
Pacific,Perez-Estevan,-126.585912,49.4126,W,2017,2017-01-31,winter,DFO Area 125,California,N,1432,NA,19,1451
Pacific,Perez-Estevan,-126.585912,49.4126,W,2020,2020-11-19,winter,DFO Area 125,California,N,920,NA,0,920
Pacific,Perez-Estevan,-126.585912,49.4126,W,2020,2020-12-22,winter,DFO Area 125,California,N,1155,NA,0,1155
Pacific,Perez-Estevan,-126.585912,49.4126,W,2021,2021-01-17,winter,DFO Area 125,California,N,1123,NA,7,1130
Pacific,Perez-Estevan,-126.585912,49.4126,W,2021,2021-02-27,winter,DFO Area 125,California,N,2049,NA,85,2134
Pacific,Perez-Estevan,-126.585912,49.4126,W,2021,2021-03-22,winter,DFO Area 125,California,N,2056,NA,0,2056
Pacific,Pill Point,-125.084281,48.96605,W,1990,1990-02-21,winter,DFO Area 23,California,N,12,NA,0,12
Pacific,Pipestem Inlet,-125.273559,49.025511,W,1987,1987-02-23,winter,DFO Area 23,California,N,0,NA,25,25
Pacific,Pipestem Inlet,-125.273559,49.025511,W,2005,2005-02-24,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,1971,1971-12-07,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,1976,1976-12-13,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,1984,1984-02-16,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,1984,1984-05-14,spring,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,1985,1985-04-03,spring,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2002,2002-04-03,spring,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2003,2003-02-12,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2004,2004-02-11,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2005,2005-02-24,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2008,2008-10-05,fall,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2009,2009-02-09,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2009,2009-04-29,spring,DFO Area 124,California,N,1,NA,0,1
Pacific,Plover-Cleland,-126.084833,49.181333,W,2010,2010-01-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2012,2012-10-25,fall,DFO Area 124,California,N,7,NA,0,7
Pacific,Plover-Cleland,-126.084833,49.181333,W,2016,2016-10-30,fall,DFO Area 124,California,N,1,NA,0,1
Pacific,Plover-Cleland,-126.084833,49.181333,W,2017,2017-01-31,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2020,2020-11-19,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2020,2020-12-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2021,2021-01-17,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2021,2021-02-27,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Plover-Cleland,-126.084833,49.181333,W,2021,2021-03-22,winter,DFO Area 124,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2010,2010-01-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2012,2012-10-25,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2016,2016-10-30,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2017,2017-02-04,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2020,2020-11-19,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2020,2020-12-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2021,2021-01-17,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2021,2021-02-27,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Raphael Point,-126.228302,49.308434,W,2021,2021-03-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2010,2010-01-22,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2012,2012-10-19,fall,DFO Area 25,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2016,2016-10-26,fall,DFO Area 25,California,N,1,NA,0,1
Pacific,Rosa Island,-126.97343,49.82848,W,2017,2017-01-31,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2020,2020-11-19,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2020,2020-12-22,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2021,2021-01-17,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Rosa Island,-126.97343,49.82848,W,2021,2021-02-27,winter,DFO Area 25,California,N,25,NA,0,25
Pacific,Rosa Island,-126.97343,49.82848,W,2021,2021-03-22,winter,DFO Area 25,California,N,0,NA,6,6
Pacific,Rowley Reefs,-127.9763,50.39847,W,2005,2005-02-24,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2009,2009-02-08,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2009,2009-12-10,winter,DFO Area 27,California,N,1,NA,0,1
Pacific,Rowley Reefs,-127.9763,50.39847,W,2010,2010-01-22,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2012,2012-10-19,fall,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2016,2016-10-26,fall,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2017,2017-01-31,winter,DFO Area 27,California,N,0,NA,1,1
Pacific,Rowley Reefs,-127.9763,50.39847,W,2020,2020-11-19,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2020,2020-12-22,winter,DFO Area 27,California,N,10,NA,0,10
Pacific,Rowley Reefs,-127.9763,50.39847,W,2021,2021-01-17,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2021,2021-02-27,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Rowley Reefs,-127.9763,50.39847,W,2021,2021-03-22,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,1971,1971-12-09,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,1976,1976-12-14,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2008,2008-10-05,fall,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2009,2009-02-08,winter,DFO Area 127,California,N,1,NA,0,1
Pacific,Sartine Island,-128.903,50.819833,W,2009,2009-04-28,spring,DFO Area 127,California,N,2,NA,0,2
Pacific,Sartine Island,-128.903,50.819833,W,2012,2012-10-19,fall,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2016,2016-10-26,fall,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2017,2017-01-31,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2020,2020-11-19,winter,DFO Area 127,California,N,2,NA,0,2
Pacific,Sartine Island,-128.903,50.819833,W,2020,2020-12-22,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2021,2021-01-17,winter,DFO Area 127,California,N,2,NA,0,2
Pacific,Sartine Island,-128.903,50.819833,W,2021,2021-02-27,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Sartine Island,-128.903,50.819833,W,2021,2021-03-22,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Seabird Rocks,-125.155033,48.750183,W,2003,2003-02-11,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Seabird Rocks,-125.155033,48.750183,W,2009,2009-02-09,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Seabird Rocks,-125.155033,48.750183,W,2012,2012-10-25,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Seabird Rocks,-125.155033,48.750183,W,2016,2016-10-30,fall,DFO Area 123,California,N,2828,NA,13,2841
Pacific,Seabird Rocks,-125.155033,48.750183,W,2017,2017-02-04,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Seabird Rocks,-125.155033,48.750183,W,2020,2020-11-21,winter,DFO Area 123,California,N,691,NA,1,692
Pacific,Seabird Rocks,-125.155033,48.750183,W,2020,2020-12-24,winter,DFO Area 123,California,N,113,NA,3,116
