"Region","Site","Longitude","Latitude","SiteType","Year","Survey_Date","Season","DFOArea","Species","Inferred","NonPup","Swimmers","Total","Survey_Month","Present","year_group"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2012,"2012-10-21","fall","13","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2016,"2016-10-29","fall","13","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2017,"2017-02-07","winter","13","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2020,"2020-11-20","winter","13","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2020,"2020-12-23","winter","13","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2021,"2021-01-18","winter","13","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2021,"2021-02-27","winter","13","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Helmcken Island",-125.857818,50.398635,"W",2021,"2021-03-22","winter","13","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",1984,"1984-03-07","winter","13","California",0,0,0,0,"03",FALSE,"[1980,1985)"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2010,NA,"winter","13","California",0,NA,NA,NA,NA,NA,"[2010,2015)"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2012,"2012-10-21","fall","13","California",0,2,0,2,"10",TRUE,"[2010,2015)"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2016,"2016-10-29","fall","13","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2017,"2017-02-07","winter","13","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2020,"2020-11-20","winter","13","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2020,"2020-12-23","winter","13","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2021,"2021-01-18","winter","13","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2021,"2021-02-27","winter","13","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Jimmy Judd-Stuart Islands",-125.157178,50.395051,"W",2021,"2021-03-22","winter","13","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2009,NA,"winter","12","California",0,NA,NA,NA,NA,NA,"[2005,2010)"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2012,"2012-10-19","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2016,"2016-10-27","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2017,"2017-01-31","winter","12","California",0,0,0,0,"01",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2020,"2020-11-20","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2020,"2020-12-22","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2021,"2021-01-17","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2021,"2021-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Masterman Islands",-127.429983,50.756483,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",1971,"1971-12-09","winter","12","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",1976,"1976-12-14","winter","12","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",1984,"1984-03-07","winter","12","California",0,0,0,0,"03",FALSE,"[1980,1985)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2008,"2008-10-05","fall","12","California",0,0,0,0,"10",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2009,"2009-02-08","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2009,"2009-04-28","spring","12","California",0,0,0,0,"04",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2009,"2009-12-10","winter","12","California",0,0,0,0,"12",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2010,NA,"winter","12","California",0,NA,NA,NA,NA,NA,"[2010,2015)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2012,"2012-10-19","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2016,"2016-10-27","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2017,"2017-01-31","winter","12","California",0,2,0,2,"01",TRUE,"[2015,2020)"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2020,"2020-11-19","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2020,"2020-12-22","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2021,"2021-01-17","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2021,"2021-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Millar Group",-127.444716,50.910012,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2010,NA,"winter","12","California",0,NA,NA,NA,NA,NA,"[2010,2015)"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2017,NA,"winter","12","California",0,NA,NA,NA,NA,NA,"[2015,2020)"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2020,"2020-11-19","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2020,"2020-12-22","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2021,"2021-01-17","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2021,"2021-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Nahwitti Point",-127.972376,50.90292,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Nimpkish River",-126.973882,50.567467,"W",2016,"2016-10-27","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2009,"2009-02-08","winter","11","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2012,"2012-10-19","fall","11","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2016,"2016-10-27","fall","11","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2017,"2017-01-31","winter","11","California",0,0,0,0,"01",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2020,"2020-11-19","winter","11","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2020,"2020-12-22","winter","11","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2021,"2021-01-17","winter","11","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2021,"2021-02-27","winter","11","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Pine-Tree",-127.726767,50.974565,"W",2021,"2021-03-22","winter","11","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2008,"2008-10-05","fall","12","California",0,0,0,0,"10",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2009,"2009-04-28","spring","12","California",0,0,0,0,"04",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2009,"2009-12-10","winter","12","California",0,0,0,0,"12",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2012,"2012-10-21","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2016,"2016-10-29","fall","12","California",0,1,0,1,"10",TRUE,"[2015,2020)"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2017,"2017-02-02","winter","12","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2020,"2020-11-20","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2020,"2020-12-23","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2021,"2021-01-18","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2021,"2021-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Plumper-Stubbs Islands",-126.808085,50.593437,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2009,"2009-04-28","spring","12","California",0,11,0,11,"04",TRUE,"[2005,2010)"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2009,"2009-12-10","winter","12","California",0,0,0,0,"12",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2012,"2012-10-21","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2016,"2016-10-27","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2017,"2017-01-31","winter","12","California",0,0,0,0,"01",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2020,"2020-11-19","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2020,"2020-12-22","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2021,"2021-01-17","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2021,"2021-02-27","winter","12","California",0,11,0,11,"02",TRUE,"[2020,2025]"
"Queen Charlotte Strait","Port Hardy",-127.483367,50.715651,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2009,"2009-02-08","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2009,"2009-04-28","spring","12","California",0,0,0,0,"04",FALSE,"[2005,2010)"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2009,"2009-12-10","winter","12","California",0,0,0,0,"12",FALSE,"[2005,2010)"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2012,"2012-10-19","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2016,"2016-10-27","fall","12","California",0,3,0,3,"10",TRUE,"[2015,2020)"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2017,"2017-01-31","winter","12","California",0,70,2,72,"01",TRUE,"[2015,2020)"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2020,"2020-11-19","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2020,"2020-12-22","winter","12","California",0,40,0,40,"12",TRUE,"[2020,2025]"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2021,"2021-01-17","winter","12","California",0,24,0,24,"01",TRUE,"[2020,2025]"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2021,"2021-02-27","winter","12","California",0,32,3,35,"02",TRUE,"[2020,2025]"
"Queen Charlotte Strait","SE Gordon Islands",-127.460991,50.805334,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1984,"1984-03-07","winter","13","California",0,0,0,0,"03",FALSE,"[1980,1985)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1984,"1984-12-04","winter","13","California",0,0,0,0,"12",FALSE,"[1980,1985)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1985,"1985-01-07","winter","13","California",0,0,0,0,"01",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1985,"1985-02-18","winter","13","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1985,"1985-03-28","winter","13","California",0,0,0,0,"03",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1985,"1985-04-29","spring","13","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1986,"1986-02-21","winter","13","California",0,0,3,3,"02",TRUE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1987,"1987-02-17","winter","13","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1988,"1988-02-16","winter","13","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1989,"1989-02-21","winter","13","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1990,"1990-02-19","winter","13","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1991,"1991-02-21","winter","13","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1997,"1997-02-12","winter","13","California",0,0,2,2,"02",TRUE,"[1995,2000)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1998,"1998-02-17","winter","13","California",0,0,2,2,"02",TRUE,"[1995,2000)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1999,"1999-03-04","winter","13","California",0,0,0,0,"03",FALSE,"[1995,2000)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",1999,"1999-04-05","spring","13","California",0,0,3,3,"04",TRUE,"[1995,2000)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2000,"2000-02-24","winter","13","California",0,4,0,4,"02",TRUE,"[2000,2005)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2002,"2002-04-04","spring","13","California",0,1,0,1,"04",TRUE,"[2000,2005)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2005,"2005-02-25","winter","13","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2010,"2010-01-25","winter","13","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2012,"2012-10-25","fall","13","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2016,"2016-10-29","fall","13","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2017,"2017-02-07","winter","13","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2020,"2020-11-20","winter","13","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2020,"2020-12-23","winter","13","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2021,"2021-01-18","winter","13","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2021,"2021-02-27","winter","13","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","Seymour Narrows East",-125.351411,50.141567,"W",2021,"2021-03-22","winter","13","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",1984,"1984-03-07","winter","12","California",0,0,0,0,"03",FALSE,"[1980,1985)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2005,"2005-02-25","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2008,"2008-10-05","fall","12","California",0,0,0,0,"10",FALSE,"[2005,2010)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2009,"2009-02-08","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2009,"2009-04-28","spring","12","California",0,0,0,0,"04",FALSE,"[2005,2010)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2009,"2009-12-10","winter","12","California",0,0,0,0,"12",FALSE,"[2005,2010)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2012,"2012-10-21","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2016,"2016-10-29","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2017,"2017-02-02","winter","12","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2020,"2020-11-20","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2020,"2020-12-23","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2021,"2021-01-18","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2021,"2021-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Queen Charlotte Strait","W Eden-Screen Islands",-126.727668,50.747903,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1976,"1976-12-21","winter","18","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1977,"1977-02-07","winter","18","California",0,10,0,10,"02",TRUE,"[1975,1980)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1977,"1977-03-10","winter","18","California",0,0,4,4,"03",TRUE,"[1975,1980)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1978,"1978-02-09","winter","18","California",0,0,0,0,"02",FALSE,"[1975,1980)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1982,"1982-02-17","winter","18","California",0,0,2,2,"02",TRUE,"[1980,1985)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1984,"1984-02-15","winter","18","California",0,0,23,23,"02",TRUE,"[1980,1985)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1984,"1984-12-04","winter","18","California",0,0,0,0,"12",FALSE,"[1980,1985)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1985,"1985-01-08","winter","18","California",0,0,0,0,"01",FALSE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1985,"1985-02-18","winter","18","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1985,"1985-04-29","spring","18","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1986,"1986-02-25","winter","18","California",0,0,16,16,"02",TRUE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1986,"1986-04-10","spring","18","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1987,"1987-02-18","winter","18","California",0,0,2,2,"02",TRUE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1988,"1988-02-16","winter","18","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1989,"1989-02-23","winter","18","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1990,"1990-02-19","winter","18","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1991,"1991-02-21","winter","18","California",0,0,2,2,"02",TRUE,"[1990,1995)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1992,"1992-02-18","winter","18","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",1997,"1997-02-13","winter","18","California",0,0,1,1,"02",TRUE,"[1995,2000)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2004,"2004-02-09","winter","18","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2005,"2005-02-23","winter","18","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2009,"2009-02-02","winter","18","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2012,"2012-10-25","fall","18","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2016,"2016-10-30","fall","18","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2017,"2017-02-07","winter","18","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2020,"2020-11-21","winter","18","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2020,"2020-12-24","winter","18","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2021,"2021-01-19","winter","18","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2021,"2021-02-23","winter","18","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Salish Sea","Active Pass-Helen Point",-123.311667,48.858334,"W",2021,"2021-03-23","winter","18","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1975,"1975-01-18","winter","17","California",0,18,0,18,"01",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1976,"1976-12-21","winter","17","California",0,4,0,4,"12",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1977,"1977-02-03","winter","17","California",0,25,0,25,"02",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1977,"1977-02-07","winter","17","California",0,29,0,29,"02",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1977,"1977-02-09","winter","17","California",0,18,0,18,"02",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1977,"1977-03-10","winter","17","California",0,14,0,14,"03",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1978,"1978-02-09","winter","17","California",0,58,0,58,"02",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1979,"1979-02-01","winter","17","California",0,103,0,103,"02",TRUE,"[1975,1980)"
"Salish Sea","Ada-Winchelsea Islands",-124.090506,49.282667,"W",1979,"1979-11-24","winter","17","California",0,18,0,18,"11",TRUE,"[1975,1980)"
